refcode,Density,smiles
SOMJAG,1.527,O=N(=O)C1=NC=CN1CCN(CCN1C=CN=C1N(=O)=O)CCN1C=CN=C1N(=O)=O
ZESPAO,1.527,Cc1cc2c(cc1C)C(C)(C=CC2(C)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O
GEMWUQ,1.527,O=C1C2=C(C(=O)C3=C1c1ccccc1[N+](=C3)[O-])c1ccccc1N2
AYAMAP,1.526,O=C(O)C12C3C4C1C1C2C3C41CO[N+](=O)[O-]
BASBAY,1.526,CC1(C)OC(=O)C(=NNc2ccccc2[N+](=O)[O-])C(=O)O1
MPICIN,1.526,CN1C(=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])Cc2ccccc21
QUFSAN,1.526,O=C(Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)Oc1ccccc1
QUNDIO02,1.526,O=C(c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1
SOYCIT,1.526,COC(=O)C(=C[N+](=O)[O-])c1ccc(C=C[N+](=O)[O-])o1
YICNAA,1.526,O=[N+]([O-])c1ccc(-n2nnnc2-n2nnc3ccccc32)cc1
NERNII,1.526,OC1CC(N(C1)N=O)C(O)=O
NAGYAY,1.526,COc1ccc2[n+]([O-])c(C)c[n+]([O-])c2c1
FOBNIU,1.526,O=C1CCC(=O)N1c1ccccc1N(=O)=O
GUVBAC,1.526,O=N(=O)c1ccc(C=CC2=NN=C3N2N=Cc2ccccc32)cc1
MNIMET02,1.526,CC1=NC=C(N1CCO)N(=O)=O
COWTAJ,1.525,CCOC(=O)c1cc2c([nH]1)-c1c(C(=O)OC)cc(C(=O)OC)nc1C(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C2=O
MENRON,1.525,O=[N+]([O-])C1(CCCC2([N+](=O)[O-])c3ccccc3C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c3ccccc32)c2ccccc2C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2ccccc21
NIJWEL,1.525,O=C(Nc1ccc(NC(=O)Nc2ccccc2[N+](=O)[O-])cc1)Nc1ccccc1[N+](=O)[O-]
OMOTEP,1.525,O=[N+]([O-])c1cccc2c1cnn2C1OC(CO)C(O)C1O
PACCEB,1.525,O=[N+]([O-])OC1CCC2C(O[N+](=O)[O-])CCC1N2c1ccccc1[N+](=O)[O-]
PAGPOF,1.525,CC(C)(C)Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-]
UREXOF,1.525,CNC1=C([N+](=O)[O-])C(C[N+](=O)[O-])c2cc(OC)ccc2O1
WOGNUB,1.525,CC1=NN(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)C1
YATCOL,1.525,CC1(OC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C=CC2COC1O2
YUQFEX,1.525,O=[N+]([O-])c1ccc(C(O)Nc2ncccn2)c([N+](=O)[O-])c1
LUVPEY,1.525,CN(CNC1=NN=NN1C)N(=O)=O
SUWXUD,1.525,O=C1NC(=O)C2C1ON1c3ccccc3C(=O)C21c1ccccc1
YARPAJ,1.525,COc1ccc(cc1)[N+]1=NOC(=C1C1=NOC2=C1C(=O)c1ccccc1C2=O)[O-]
DEKYIC01,1.525,COc1cc(O)c(cc1N(=O)=O)C(C)=O
FULWEQ,1.525,CC(C)=NNC(N)=C(N(=O)=O)N(=O)=O
QEJZAH02,1.525,COc1ccc(C=O)cc1N(=O)=O
DIWNUT,1.525,O=C(OCc1cccc(COC(=O)Oc2ccc(cc2)N(=O)=O)c1)Oc1ccc(cc1)N(=O)=O
FECVEP,1.525,CON1OCCC1(C(N)=O)C(N)=O
AYALOC,1.524,O=[N+]([O-])OCC12C3C4C1C1C2C3C41CO[N+](=O)[O-]
CUNWEN,1.524,CC1(C)OC(=O)C(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)O1
FEZZIU,1.524,Cc1cc2cc(c1)Oc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])Oc1cc(C)cc(c1)Oc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])O2
HUTHUB,1.524,Cc1ccc(O)c(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
LIJKEV,1.524,Cc1nc([N+](=O)[O-])cn1-c1cccnc1
PEXROZ,1.524,CC1=CC(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(C)([N+](=O)[O-])c2c(C)ccc(C)c21
RAQRUX,1.524,CC1=C(C)CC2([N+](=O)[O-])c3no[n+]([O-])c3-c3no[n+]([O-])c3C2C1
SEKHOF,1.524,O=[N+]([O-])CC1OCC(O)C(O)C1O
ZACNEZ,1.524,CC(=O)Nc1ccc(NC(C)=O)c([N+](=O)[O-])c1[N+](=O)[O-]
IVAGUH,1.524,OCC1(COC1)CON(=O)=O
WADNOG,1.524,COc1ccc(cc1)[N+]1=NOC(=C1)[O-]
DARGEJ,1.524,Cc1cccc(C)c1Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
NAXJED,1.524,OC1N(Cc2ccccc2)C(=O)NC2=NON=C12
GILFIS,1.524,CC1(C)OC2C3NOC(C4OC(=O)OC34)C2(CO)O1
GOVKIL,1.523,CC1=CC(C)n2nc(N)c([N+](=O)[O-])c2N1
ISAYAC02,1.523,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-]
MODPOL,1.523,Cc1ccc(-c2nnn[nH]2)cc1[N+](=O)[O-]
NPNFPR,1.523,O=C(C=Cc1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])cc1
OTOFIN,1.523,Cc1ccc(Nc2cc(O)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1N
VIGJUS,1.523,COc1ccc2C(=O)N(O)C(=O)c2c1OC
ROHCIA,1.523,O=N(=O)c1cccc(c1)C1OCCO1
INODIY,1.523,OC(=O)c1ccccc1C(=O)Nc1ccccc1N(=O)=O
LUKBEY,1.523,CC(=O)ON1N=NN=C1C1=C([O-])ON=[N+]1c1ccccc1
BODFEF01,1.523,NC(CC(N)=NO)=NO
JIGBIK,1.522,O=[N+]([O-])CC(O)C(O)C(O)C(O)C(O)CO
LOHGOE,1.522,O=C1c2cccc3c([N+](=O)[O-])ccc(c23)C(=O)N1c1ccccc1
UFEDOY,1.522,O=[N+]([O-])c1ccc(N2CCCC2)c2nonc12
UQACEV,1.522,COC(=O)c1cc2cc([N+](=O)[O-])ccc2[nH]1
VIKYOD,1.522,O=[N+]([O-])C1C2C3CC4C5C3C1C5C([N+](=O)[O-])C42
YUYLEJ,1.522,COC(=O)C=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
FITLUR,1.522,OC(=O)c1ccccc1NC(=O)c1ccc(cc1)N(=O)=O
XOZBUK,1.522,O=N(=O)C=CC1=CC=CO1
MAZWIU,1.522,OC(=O)c1ccccc1C(=O)Nc1cccc(c1)N(=O)=O
YELKEI,1.522,OC(=O)CN1N=[N+]([O-])c2ccccc12
GEDXUJ,1.522,CN1N=NN=C1N(C)N(=O)=O
BENZOK,1.522,CC1=CC(NC=C1)=NN(=O)=O
JORCAU,1.521,CCC([N+](=O)[O-])([N+](=O)[O-])C(C)(C)[N+](=O)[O-]
SATRIO,1.521,CC(=O)NCN(CN(CN(CNC(C)=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TEBBUX,1.521,O=C1C2CC3C(=O)C4CC1C1C2C3C41[N+](=O)[O-]
WOJPES,1.521,Cc1ccc(C=Cc2c([N+](=O)[O-])cc([N+](=O)[O-])c(C=Cc3ccc(C)cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1
WUXJOO,1.521,COc1ccc(C=C(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])cc1[N+](=O)[O-]
ETIXIO,1.521,OC1C(O)C(O)(COC1OCc1ccccc1)CN(=O)=O
XAZCEI,1.521,OCc1ccc(cc1)N(=O)=O
GAKVOF,1.521,OC(NN1C=NN=C1)c1cccc(c1)N(=O)=O
IDOXIJ,1.521,O=C(NNc1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O
GUZWII,1.521,O=N(=O)C12CC3CC4C1CC1CC2C(C3)C4(C1)N(=O)=O
MEDXAW01,1.521,CC(C)Nc1ccc(cc1N(=O)=O)N=Nc1ccc(cc1N(=O)=O)N(=O)=O
DAVXIH,1.52,CC1=C([N+](=O)[O-])C(C)([N+](=O)[O-])C(C)([N+](=O)[O-])C(=O)C1(C)O
DUTQOZ,1.52,O=C([O-])c1cc(-c2cc[nH+]cc2)cc([N+](=O)[O-])c1
HEPFOX,1.52,O=C1c2ccccc2C(=O)C1C1C([N+](=O)[O-])=CNc2ncnn21
PICANO,1.52,OC(=O)c1cccc[n+]1[O-]
KUDXAK01,1.52,COc1cc(COC(C)=O)c(cc1OC)N(=O)=O
HOXROC,1.52,O=C1OCC2OC(OC2C1OC(=O)c1ccc(cc1)N(=O)=O)c1ccccc1
JAXFUM,1.52,CC(=O)N1N=Cc2ccc(cc12)N(=O)=O
TALDES,1.52,CC1OC(O)C(O)C(C1O)N(=O)=O
SEMSAF,1.52,O=N(=O)c1ccccc1Nc1cnccn1
HACJIE,1.52,O=N(=O)c1ccccc1N=N(=O)c1ccccc1N(=O)=Nc1ccccc1N(=O)=O
JEMSUP,1.52,NC(C=NO)=NO
PAXQUC,1.52,O=C(CN=[N+]=[N-])c1ccc(cc1)N(=O)=O
TICDAN,1.52,O=N(=O)c1cc2Oc3ccccc3c2cc1C1OCCO1
CENFIK,1.52,OCN1OC(=O)c2ccccc12
KEDWUL,1.52,CC(C)C1(C=C(N(=O)=O)C(C)(C(OC(C)=O)C1N(=O)=O)N(=O)=O)N(=O)=O
LENBAH,1.52,O=N(=O)c1ccc(cc1)N=NN1CN2CN(C1)CN(C2)N=Nc1ccc(cc1)N(=O)=O
LILJUL01,1.519,O=[N+]([O-])c1ccc(C=Cc2ccc3c(c2)OCO3)c([N+](=O)[O-])c1
MENOIM,1.519,Cc1nc([N+](=O)[O-])c[nH]1
MIYDII,1.519,O=C(O)C1CCCNC(=N[N+](=O)[O-])N1
VOQQAU,1.519,CC(COCOCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
JEKKUI,1.519,Cc1nc(N=Nc2ccccc2)c(cc1N(=O)=O)N(=O)=O
DOSVOY,1.519,O=N(=O)N1c2ccccc2c2ccccc12
XABCOT,1.519,CC[NH+]=Cc1cc(cc(c1[O-])N(=O)=O)N(=O)=O
WAZCOS,1.519,ON=C1c2cccnc2c2ncccc2C1=NO
KUQKEN,1.519,OC1(CC(=O)c2ccc(cc2)N(=O)=O)C(=O)Nc2ccccc12
REGRUR,1.519,CN1CC2CC(CC(N(=O)=O)C32OCCO3)(C1)N(=O)=O
FOLQON,1.519,CC12CC(=O)OC1c1c(O2)ccc2cccc(c12)N(=O)=O
CUVPIU,1.519,CC(C)(C)OC(=O)c1cc2cc(cc(c2cc1O)N(=O)=O)N(=O)=O
NEWMOS,1.519,[NH3+]C(CC1CC(=NO1)C(=O)[O-])C(O)=O
YUCPOC,1.519,O=N(=O)c1c(Nc2ccccc2)ncnc1Nc1ccccc1
MFZCHZ,1.519,CC1=NON=C1C(=O)NN
RIRMAH,1.519,NC1=CC(C=CC1=[NH2+])=[N+]([O-])[O-]
NIMJOK,1.519,O=C(Nc1ccccc1N(=O)=O)C1=CC=CO1
KAZFAT,1.518,COc1nc(N2CCOCC2)nc(C(CCC(=O)O)([N+](=O)[O-])[N+](=O)[O-])n1
MNBZAC,1.518,O=C(O)c1cccc([N+](=O)[O-])c1
NATHAS,1.518,COc1cccc(C(C)=NNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1
NIJWAH,1.518,O=C(Nc1ccc(NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1)Nc1cccc([N+](=O)[O-])c1
QUPROL,1.518,Cc1cc([N+](=O)[O-])ccc1C(=O)O
SATROU,1.518,COC(N(C)[N+](=O)[O-])N(C)[N+](=O)[O-]
WUVXIU,1.518,O=[N+]([O-])c1ccc2c(c1)OCC1OCCN21
XUFSAT,1.518,OC1C(O)C(=O)OC1C(CN(=O)=O)c1ccccc1
NIZCEE,1.518,O=N(=O)c1ccc(Cc2ccc3ccc4cccnc4c3n2)c(c1)N(=O)=O
NIMVAG,1.518,NC(=NO)c1cccc(n1)C(N)=NO
PAVJAY01,1.518,Cc1ccc(OC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)cc1
GOZFOS,1.518,NC(=O)c1ccccc1NC(=O)c1cc2OCOc2cc1N=O
RAHBUA,1.518,O=C1Nc2ccc(cc2C1=NNc1ccccc1)N(=O)=O
BAFHAS,1.517,O=[N+]([O-])c1ccc(NN=Cc2cccc(O)c2)c([N+](=O)[O-])c1
DEMSOD,1.517,COCOc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
IDOGAL,1.517,O=[N+]([O-])c1ccc(NN=Cc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1
LOFSII,1.517,O=C1C(O)=CC=CC1=CNc1ccc([N+](=O)[O-])cc1
TANPUT,1.517,O=C1CC(c2cccc([N+](=O)[O-])c2)C(=O)N1
ZIZSAF,1.517,Cc1ccc(O)c([N+](=O)[O-])n1
SEMTAF02,1.517,OC(=O)Cc1ccc(cc1)N(=O)=O
LIVJEF,1.517,CC1=C2C(=O)NC=CC2=NO1
BEVCEM,1.517,O=N(=O)c1ccc(cc1)N1C=C(N=N1)c1ccccn1
IWAVUZ,1.517,O=N(=O)C1=CC2=[N+]([O-])C3(CCCCC3)[N+](=C2C=C1)[O-]
KULGOO,1.517,COc1c(OC)c(cc(c1OC)N(=O)=O)N(=O)=O
MIRBOE,1.517,O=N(=O)c1cc2OCCOCCOCCOCCOc3cc(c(cc3OCCOCCOCCOCCOc2cc1N(=O)=O)N(=O)=O)N(=O)=O
BANFIG,1.516,NNC(=O)c1cccc([N+](=O)[O-])c1
CUBNES,1.516,O=C1c2ccccc2-c2ccc([N+](=O)[O-])cc21
CUNVAI,1.516,CC(=O)C(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
FIFLIP,1.516,O=C1c2cc([N+](=O)[O-])c3ccccc3c2-c2cccc3cccc1c23
GATYIK,1.516,O=c1ccc2cc([N+](=O)[O-])ccc2[nH]1
IWUCIP,1.516,Cc1cc(C)n(-c2nnc(NNC(N)=N[N+](=O)[O-])nn2)n1
LOFRUW,1.516,CC(=O)NN=Cc1ccc([N+](=O)[O-])o1
OJOYIY02,1.516,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
NIKJOJ,1.516,ON=Cc1ccc(O)cc1O
SALXIN,1.516,CC1C(C)C(=NN1c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)C
AWOJOL,1.516,O=C1C2=C(C(=O)c3ccccc13)C(=NO2)C1=C([O-])ON=[N+]1c1ccccc1
ERUGEE,1.516,O=C(Nc1ccc(cn1)N(=O)=O)C1=Nc2ccccc2c2ccccc2N1
LOYXAA,1.516,O=N(=O)c1cccc2cnccc12
FABROP11,1.515,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nn2c3ccccc3c3ccccc32)c([N+](=O)[O-])c1
MIWRIU,1.515,O=C(OC1CC2C3OC4C5CC(C24)C1C53)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
SUVLAW,1.515,O=[N+]([O-])c1cccc(N=NNc2cccc([N+](=O)[O-])c2)c1
TIBGET,1.515,O=C1Nc2ccc([N+](=O)[O-])cc2C12Nc1ccccc1CO2
NEHQAU,1.515,[O-][n+]1cccnc1
EPAHOT,1.515,O=CC1=NOC(=C1)C1=CC=CO1
QEDWEE,1.515,CCOC(=O)C1=NN(C=C1)c1ccc(cc1)N(=O)=O
BUYZAW,1.515,O=NN1CN2CN(C1)CN(C2)N=O
KERJAV,1.515,O=N(=O)c1ccc(ON=C2CCC3COC2O3)cc1
EKAQOY,1.515,O=N(=O)c1cc(nc(c1)N1C=CC=N1)N1C=CC=N1
GOZFUY,1.515,CN1C(=O)c2ccccc2N=C1c1cc2OCOc2cc1N=O
BUGRIF,1.515,CCOC(=O)C1=NOC2=C1C(=O)c1ccccc1C2=O
EXBISX,1.515,CCOC1=C2C(=O)C3=NOC(=C3C(=O)C2=NO1)OCC
VIKYOF,1.515,O=C1CCN1COC(=O)c1ccc(cc1)N(=O)=O
SULROG,1.514,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
TOYGIZ04,1.514,Cc1cc(C(=O)O)ccc1[N+](=O)[O-]
WUHGIP,1.514,O=C1C2CC(C(=O)c3cc(ccc23)c2cccc(c2)N(=O)=O)c2ccc(cc12)c1cccc(c1)N(=O)=O
PHTGLY,1.514,ONC(=O)CN1C(=O)c2ccccc2C1=O
KERPOO,1.514,Cc1cc(N)ncc1N(=O)=O
LEBGEE02,1.514,CC(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O
KAVTAC,1.514,CC(=O)OCC1OCN2CC3C(O2)C1OC3=O
EDAWIP,1.513,NC=C[N+](=O)[O-]
FOVZIZ,1.513,O=C1c2ccccc2-c2cccc3c([N+](=O)[O-])c4ccccc4c1c23
GAFNUW,1.513,CC(=O)OC1CC2CC1c1cc([N+](=O)[O-])[n+]([O-])cc12
NAGHOT01,1.513,O=[N+]([O-])c1ccc(-c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1
QOQWUO,1.513,Cc1ccc(O)c(-c2nn(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2C=O)c1
TABFEH,1.513,COC1OC2COC(C)OC2C(O[N+](=O)[O-])C1O[N+](=O)[O-]
IRUCAZ,1.513,COC(=O)C1=NON=C1N1C=CC=C1
YILLEM,1.513,NC(=NO)C1=Nc2ccccc2C(=O)N1
DORJEA,1.513,Cc1ccc(c2CN3CN(Cc4c(ccc(C)c34)N(=O)=O)c12)N(=O)=O
KIKRAY,1.513,O=C(Oc1ccc(cc1)N(=O)=O)N1C2CCCCC2N(C(=O)Oc2ccc(cc2)N(=O)=O)C1=O
BURKUU,1.512,COCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
IGAGON,1.512,CC(C)(N=Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-]
UNAYUD,1.512,COC(=O)C1=C(OC)C(=O)OC1c1ccc([N+](=O)[O-])cc1
VAZMEP,1.512,O=[N+]([O-])c1ccnc2nc[nH]c12
BERDAG,1.512,COc1cc(N)c(OC)c2C(=O)N(C)C=C(c12)N(=O)=O
GADBAP,1.512,CC(=O)c1cc(ccc1O)N(=O)=O
SITQET,1.512,Cc1cc(N2C=NC=N2)c(cc1N(=O)=O)N(=O)=O
OPODED,1.512,O=N(=O)c1cccc2OCOc3cccc(c3c12)N(=O)=O
IJIRAU,1.511,Cn1c([C-](C#N)C#N)c([N+](=O)[O-])[n+]2ccccc12
IYIHEF,1.511,COC(=O)CC(=O)C(CC(=O)OC)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
JUKSIR,1.511,COc1ccc2c3c(cccc13)OC([N+](=O)[O-])=C2
MONLAE,1.511,O=C1OC(=Nc2ccc([N+](=O)[O-])cc2)c2cccc3cccc1c23
OXINEQ,1.511,N#Cc1c(O)nc2c(c1C#N)CCCCC2([N+](=O)[O-])[N+](=O)[O-]
ZZZGVU01,1.511,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
JENZAG01,1.511,O=N(=O)c1ccc2OC(=Nc2c1)c1ccccc1
YUXNEL,1.511,COC(=O)c1cc(OC)cc(NC(=O)c2cccc(NC(=O)c3cc(OC)cc(c3OC)N(=O)=O)c2OC)c1OC
SNQUOX02,1.511,ON=C1C(=O)C=Cc2ccccc12
NETLEF,1.511,O=N(=O)c1cc(c(ON=C2CCCCC2)c(c1)N(=O)=O)N(=O)=O
WOMHEN,1.511,O=C(Nc1ccccn1)Nc1ccccc1N(=O)=O
SEZWIE,1.511,COc1ccc2C=C(C(=O)ON3C(=O)CCC3=O)C(=O)Oc2c1
MENOGU,1.511,CNC(N)=NN(=O)=O
LAPVOQ,1.511,Cc1ccc(cc1N1C=NN=N1)N(=O)=O
JERHET,1.51,O=[N+]([O-])CC(O)C(O)C(O)CO
QAJJUI,1.51,O=C(NN=Cc1cccc(O)c1)c1cccc([N+](=O)[O-])c1
ROGVAL,1.51,CCOC(=O)C1([N+](=O)[O-])CC1c1cccc([N+](=O)[O-])c1
TAYWAU,1.51,Cc1c2oc3ccc([N+](=O)[O-])cc3nc-2c2ccccc2c1=O
DUHPEB,1.51,CC1(O)C=C(c2ccccc2N(=O)=O)C(=O)C(C1N(=O)=O)(c1ccccc1)N(=O)=O
ODAWIA,1.51,OC(=O)Cc1ccccc1N(=O)=O
OGEPUM,1.51,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O
KENMIZ,1.51,CC1=C(C#N)C(=O)C(C)(O)C(C)(N(=O)=O)C1(C)N(=O)=O
PARGOH,1.51,COc1ccc(cc1Cc1cc(ccc1OC)N(=O)=O)N(=O)=O
XIQBIL01,1.51,Nc1c(cc(cc1C1=CN(N=N1)c1ccccc1)N(=O)=O)C1=CN(N=N1)c1ccccc1
BERMAM,1.51,CNC=C(C(=O)OC)N(=O)=O
ZZZBPY10,1.51,C[N+]([O-])=NCOC1OC(CO)C(O)C(O)C1O
KEDWOF,1.51,CC(C)C1=CC(O)C(C)(C(ON(=O)=O)C1N(=O)=O)N(=O)=O
GEKHEJ,1.51,OC(=O)COc1ccccc1N(=O)=O
EDIMOV,1.51,O=C1N(C(=O)c2ccccc12)c1cccc2cccc(c12)N(=O)=O
BOBMAG01,1.509,O=[N+]([O-])c1ccc(N(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)cc1
BOTMUT,1.509,O=c1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2nc2n1CCCCC2
CABYUA,1.509,CC(=O)N1CC2(CN(C(C)=O)CC([N+](=O)[O-])([N+](=O)[O-])C1)OCCO2
DISLIA,1.509,O=C1c2cc(N3CCCCC3)cc([N+](=O)[O-])c2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-]
FAKWET,1.509,O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cn2)cc1
JAKCOO,1.509,Cc1ccnc(N=Nc2nccc(C)c2[N+](=O)[O-])c1[N+](=O)[O-]
LESLIG,1.509,COC(=O)c1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)c(O)cc1O
POVXOQ,1.509,O=C(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c2ccccc12)c1ccccn1
ZIKYIB,1.509,O=[N+]([O-])c1ccc2c(c1)oc1ccccc12
AQURUB,1.509,CC1=CN2C=C(C=CC2=N1)N(=O)=O
UJIHAX,1.509,CC1=CC(=NN1)NC(=O)Nc1cccc(c1)N(=O)=O
IFOSON,1.509,COC(=O)CN1C=C(N=C1C)N(=O)=O
COXMIL,1.509,OC1C(C(O)c2ccccc12)N(=O)=O
WIBCAL,1.509,CC(=O)C1=C(N)C2=NON=C2N=C1C
XOCYUK,1.509,COC(=O)C1(OC1c1ccc(cc1)N(=O)=O)C(=O)OC
JAJTEW,1.509,O=N(=O)c1ccccc1c1cnc2cccnc2n1
EQOCET,1.509,COC(=O)C1CC2(C(Nc3ccc(cc23)N(=O)=O)N1C(C)=O)N(=O)=O
XOCYOE,1.509,COC(=O)C(=Cc1ccc(cc1)N(=O)=O)C(=O)OC
ESECAH,1.508,COC(=O)C12C(OC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)CCC1C1CCCC(OC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C3(OC)C=CC12O3
ETNIBZ01,1.508,CCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
KEFTIY,1.508,CC(C)C1=CC([N+](=O)[O-])C(C)([N+](=O)[O-])C(O[N+](=O)[O-])C1[N+](=O)[O-]
NAPLOI,1.508,CN1CCNc2ncc([N+](=O)[O-])cc2Oc2ccccc2C1=O
NITBAL02,1.508,O=[N+]([O-])c1ccc(C=NO)cc1
PAVCIZ,1.508,CC1(OC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)CC12CCCC2OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
VOFDOL,1.508,O=C(Nc1ccc(O)cc1)Nc1ccc([N+](=O)[O-])cc1
YILTEU,1.508,O=[N+]([O-])C1=CC([N+](=O)[O-])=C2[N-]ON=C2C12OC1=CC=CC=CC1=[N+]2Cc1ccccc1
MORCUT,1.508,O=N(=O)c1ccc(cc1)C=NNc1cnc2ccccc2n1
OMOMOS,1.508,NN=Cc1ccc(cc1)N(=O)=O
FUFSIK,1.508,CCOC1=NC(=NN1C)N(=O)=O
DEKLAJ,1.508,O=C(OCc1ccccc1)N1OC2C=CC1C(COC(=O)c1ccc(cc1)N(=O)=O)C2=NOC(=O)c1ccc(cc1)N(=O)=O
FIHLAK,1.508,Cc1ccc(c(C)c1N(=O)=O)N(=O)=O
RUTNAX,1.508,CC(C=NNc1ccccc1N(=O)=O)=NNc1ccccc1N(=O)=O
QONRAO,1.508,CNN(=O)=O
IVEQOR,1.507,CCOC(=O)C1N=C(c2ccc([N+](=O)[O-])cc2)OC1c1ccc([N+](=O)[O-])cc1
LAPCUC,1.507,O=C(NN=Cc1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1
LUDFAR,1.507,O=CC=COC=Cc1cc([N+](=O)[O-])on1
NHMENT,1.507,O=[N+]([O-])C12CC(CO)C(N1)C1CC1([N+](=O)[O-])C2
QIRPAL,1.507,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1C
RAYXUK,1.507,COc1cc(=O)c2cc([N+](=O)[O-])ccc2[nH]c1=O
SALXEJ,1.507,O=[N+]([O-])c1ccc(N2CCC=N2)c([N+](=O)[O-])c1
VACTOL,1.507,O=c1oc2cc(O)ccc2cc1-c1ccc([N+](=O)[O-])cc1
XAVPEQ,1.507,O=[N+]([O-])c1ccc(NN=Cc2ccccn2)c([N+](=O)[O-])c1
XOLGUD,1.507,COC(=O)CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)OC
XAPFIF,1.507,CN1C(=O)N(c2ccccc2N(=O)=O)C2(CC(=NO2)c2ccccc2)C1=O
ODAVEV,1.507,O=CC=NNc1cccc(c1)N(=O)=O
LOCVAB,1.507,CN1C=NC(=C1C#N)C(N)=NO
HOTNAF,1.507,COC(=O)C1=C2N(C)C=NC2=NO1
ERIVAC,1.507,OC(=O)C1CCN1N=O
CUKDOC,1.507,O=N(=O)c1cccc(NCNc2cccc(c2)N(=O)=O)c1
EKEMEM,1.507,O=C1CCCN1C(=O)COc1ccc(cc1)N(=O)=O
DNBZPY02,1.507,O=N(=O)c1ccc(Cc2ccccn2)c(c1)N(=O)=O
UGOFUR,1.507,O=C1OC(=NC1=Cc1ccccc1N(=O)=O)c1ccccc1
ACISAI01,1.506,O=[N+]([O-])c1cnn(Cc2ccc(Cn3cc([N+](=O)[O-])cn3)cc2)c1
DEWBOW,1.506,O=C1c2cc([N+](=O)[O-])ccc2NC(O)C2CCCN12
HUHTAF,1.506,O=c1oc(-c2ccccc2[N+](=O)[O-])nc2ccccc12
